make_model_ordinal,price,type_ordinal,warranty_ordinal,mileage,gearbox_ordinal,fuel_type,seller,engine_size,gears,co_emissions,drivetrain,empty_weight,full_service_history,upholstery,previous_owner,energy_efficiency_class,age,power_kW,cons_avg,comfort_&_convenience_Package,num_of_extras,safety_security_package_labeled,entertainment_media_package_labeled,Compact,Convertible,Coupe,Off-Road/Pick-up,Sedan,Station wagon
311.0,10980.0,0.0,0.0,86002.0,0.0,0.0,1.0,999.0,5.0,116.0,1.0,1239.0,1.0,0.0,1.0,1.0,4.0,55.0,4.9,2.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
311.0,19900.0,0.0,1.0,36529.0,0.0,0.0,1.0,1498.0,5.0,112.0,1.0,1239.0,1.0,1.0,1.0,1.0,4.0,110.0,4.9,2.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
311.0,9000.0,0.0,0.0,131439.0,0.0,1.0,1.0,1598.0,5.0,99.0,1.0,1170.0,0.0,1.0,1.0,0.0,10.0,77.0,4.3,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
311.0,4650.0,0.0,1.0,149990.0,0.0,0.0,1.0,1198.0,5.0,139.0,1.0,1239.0,1.0,0.0,2.0,1.0,11.0,51.0,5.9,2.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
311.0,4490.0,0.0,0.0,163950.0,0.0,0.0,1.0,1390.0,5.0,110.0,1.0,1053.0,0.0,0.0,2.0,1.0,13.0,63.0,6.5,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
310.0,17900.0,0.0,0.0,106000.0,0.0,1.0,1.0,1968.0,6.0,107.5,1.0,1370.0,0.0,0.0,1.0,1.0,5.0,135.0,4.5,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
311.0,19990.0,2.0,1.0,100.0,0.0,0.0,1.0,999.0,5.0,102.0,1.0,1239.0,0.0,0.0,1.0,1.0,1.0,81.0,4.3,0.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
311.0,23790.0,2.0,1.0,5000.0,1.0,0.0,1.0,999.0,7.0,137.0,1.0,1239.0,1.0,0.0,1.0,1.0,0.0,81.0,4.8,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
310.0,11990.0,0.0,0.0,127500.0,0.0,0.0,1.0,1197.0,6.0,124.0,1.0,1213.0,0.0,0.0,1.0,1.0,5.0,81.0,4.9,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
311.0,12900.0,0.0,0.0,44012.0,0.0,0.0,1.0,999.0,5.0,132.0,1.0,1028.0,0.0,0.0,1.0,1.0,3.0,59.0,4.8,2.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
311.0,14799.0,0.0,1.0,27474.0,0.0,0.0,1.0,999.0,5.0,106.0,1.0,1122.0,1.0,0.0,1.0,1.0,3.0,70.0,4.7,0.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
310.0,13950.0,0.0,0.0,112567.0,0.0,1.0,1.0,1598.0,5.0,107.5,1.0,1331.0,0.0,0.0,1.0,1.0,5.0,85.0,3.8,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
311.0,13950.0,0.0,0.0,23043.0,0.0,2.0,1.0,999.0,5.0,110.0,1.0,1239.0,0.0,0.0,1.0,1.0,1.0,66.0,5.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
310.0,21700.0,0.0,0.0,23500.0,0.0,0.0,1.0,1498.0,6.0,124.0,1.0,1316.0,0.0,0.0,1.0,1.0,1.0,110.0,5.3,2.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
311.0,13980.0,0.0,1.0,21474.0,1.0,0.0,1.0,1390.0,7.0,140.0,1.0,1239.0,1.0,0.0,2.0,0.0,8.0,110.0,5.9,0.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
311.0,4999.0,0.0,0.0,204589.0,0.0,1.0,1.0,1896.0,5.0,99.0,1.0,1165.0,0.0,0.0,2.0,1.0,17.0,74.0,4.9,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
311.0,7290.0,0.0,0.0,122150.0,0.0,0.0,1.0,1390.0,5.0,149.0,1.0,1239.0,0.0,0.0,3.0,0.0,10.0,63.0,6.2,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
311.0,20990.0,1.0,1.0,7.0,0.0,0.0,1.0,999.0,5.0,109.0,1.0,1239.0,0.0,0.0,1.0,1.0,0.0,59.0,4.7,2.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
311.0,14480.0,0.0,1.0,27700.0,0.0,0.0,1.0,999.0,5.0,106.0,1.0,1239.0,1.0,0.0,1.0,1.0,4.0,70.0,4.7,2.0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
310.0,6350.0,0.0,0.0,183450.0,0.0,1.0,1.0,1896.0,6.0,107.5,1.0,1260.0,0.0,0.0,1.0,1.0,14.0,77.0,5.2,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
311.0,12990.0,0.0,1.0,44000.0,0.0,0.0,1.0,999.0,5.0,110.0,1.0,1102.0,0.0,0.0,1.0,1.0,3.0,59.0,4.6,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
311.0,26990.0,2.0,1.0,2500.0,1.0,0.0,1.0,1498.0,7.0,123.0,1.0,1239.0,1.0,0.0,1.0,1.0,0.0,110.0,4.8,0.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
310.0,2950.0,0.0,0.0,269000.0,0.0,1.0,1.0,1896.0,5.0,107.5,1.0,1307.0,0.0,0.0,1.0,1.0,20.0,81.0,5.2,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
311.0,24470.0,1.0,1.0,15.0,1.0,0.0,1.0,1498.0,7.0,165.0,1.0,1184.0,1.0,0.0,1.0,0.0,1.0,110.0,9.5,0.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
315.0,6800.0,0.0,1.0,99800.0,0.0,0.0,1.0,999.0,5.0,105.0,1.0,840.0,1.0,0.0,2.0,1.0,7.0,44.0,4.2,2.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
311.0,25370.0,1.0,1.0,15.0,1.0,0.0,1.0,1498.0,7.0,165.0,1.0,1184.0,1.0,0.0,1.0,0.0,1.0,110.0,9.5,0.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
311.0,17890.0,0.0,0.0,41079.0,0.0,0.0,1.0,999.0,5.0,109.0,1.0,1134.0,0.0,1.0,1.0,1.0,2.0,70.0,4.6,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
315.0,6980.0,0.0,1.0,62596.0,0.0,0.0,1.0,1000.0,5.0,108.0,1.0,940.0,1.0,0.0,1.0,1.0,10.0,55.0,4.7,2.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
311.0,13950.0,0.0,0.0,15169.0,0.0,2.0,1.0,999.0,5.0,110.0,1.0,1239.0,0.0,1.0,1.0,1.0,1.0,66.0,5.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
310.0,17700.0,0.0,0.0,56278.0,0.0,0.0,1.0,1395.0,6.0,124.0,1.0,1233.0,0.0,0.0,1.0,1.0,4.0,92.0,5.2,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
311.0,14900.0,0.0,1.0,56363.0,0.0,0.0,1.0,999.0,5.0,108.0,1.0,1239.0,1.0,0.0,1.0,1.0,4.0,85.0,4.7,2.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
310.0,22000.0,1.0,0.0,2869.0,1.0,2.0,1.0,1498.0,7.0,120.0,1.0,1260.0,0.0,0.0,1.0,1.0,1.0,96.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
315.0,6900.0,0.0,1.0,62886.0,0.0,0.0,1.0,999.0,5.0,0.0,1.0,840.0,1.0,0.0,2.0,0.0,6.0,44.0,4.5,2.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
311.0,13950.0,0.0,0.0,23043.0,0.0,2.0,1.0,999.0,5.0,110.0,1.0,1239.0,0.0,0.0,1.0,1.0,1.0,66.0,5.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
310.0,20400.0,1.0,0.0,540.0,0.0,2.0,1.0,1498.0,6.0,120.0,1.0,1260.0,0.0,0.0,1.0,1.0,0.0,96.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
311.0,18450.0,0.0,1.0,21979.0,0.0,0.0,1.0,999.0,5.0,0.0,1.0,1239.0,1.0,0.0,1.0,1.0,3.0,85.0,4.7,2.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
310.0,17900.0,0.0,0.0,62000.0,0.0,1.0,1.0,1598.0,5.0,107.5,1.0,1331.0,0.0,0.0,1.0,1.0,4.0,85.0,3.8,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
311.0,14970.0,0.0,1.0,39266.0,0.0,1.0,1.0,1598.0,5.0,99.0,1.0,1239.0,1.0,0.0,1.0,1.0,3.0,70.0,3.8,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
311.0,20900.0,0.0,1.0,18608.0,1.0,0.0,1.0,999.0,7.0,0.0,1.0,1239.0,1.0,0.0,1.0,1.0,3.0,85.0,4.7,2.0,10.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
311.0,26980.0,1.0,1.0,10.0,1.0,0.0,1.0,1498.0,7.0,114.0,1.0,1238.0,0.0,1.0,1.0,1.0,0.0,110.0,5.0,2.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
311.0,13650.0,0.0,0.0,57589.0,0.0,0.0,1.0,999.0,5.0,110.0,1.0,1128.0,0.0,1.0,1.0,1.0,3.0,70.0,4.5,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
311.0,13950.0,0.0,0.0,15169.0,0.0,2.0,1.0,999.0,5.0,110.0,1.0,1239.0,0.0,1.0,1.0,1.0,1.0,66.0,5.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
311.0,13730.0,0.0,0.0,19836.0,0.0,0.0,1.0,999.0,5.0,114.0,1.0,1099.0,0.0,0.0,1.0,1.0,2.0,59.0,5.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
311.0,19990.0,1.0,1.0,10.0,0.0,0.0,1.0,999.0,6.0,110.0,1.0,1148.0,1.0,0.0,1.0,1.0,0.0,81.0,4.8,2.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
311.0,24990.0,1.0,1.0,26.0,1.0,0.0,1.0,999.0,7.0,110.0,1.0,1239.0,0.0,1.0,1.0,1.0,0.0,81.0,4.8,2.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
315.0,12900.0,0.0,1.0,34320.0,0.0,0.0,1.0,999.0,5.0,96.0,1.0,936.0,1.0,0.0,1.0,1.0,3.0,55.0,4.3,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
311.0,19690.0,1.0,0.0,10.0,0.0,0.0,1.0,999.0,5.0,110.0,1.0,1145.0,1.0,0.0,1.0,1.0,0.0,70.0,4.8,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
310.0,21000.0,1.0,0.0,3000.0,0.0,1.0,1.0,1968.0,6.0,107.5,1.0,1393.0,0.0,0.0,1.0,1.0,0.0,85.0,3.8,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
311.0,8950.0,0.0,1.0,52340.0,0.0,0.0,1.0,1197.0,5.0,116.0,1.0,1089.0,0.0,0.0,4.0,0.0,7.0,66.0,4.9,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
315.0,8290.0,0.0,0.0,63517.0,0.0,0.0,1.0,999.0,5.0,108.0,1.0,929.0,1.0,0.0,2.0,1.0,8.0,55.0,4.7,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
311.0,12989.0,0.0,1.0,36374.0,0.0,0.0,1.0,999.0,6.0,92.0,1.0,1257.0,1.0,0.0,1.0,1.0,2.0,66.0,3.4,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
310.0,22400.0,0.0,0.0,19850.0,0.0,0.0,1.0,1498.0,6.0,124.0,1.0,1316.0,0.0,0.0,1.0,1.0,2.0,110.0,5.3,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
311.0,22990.0,2.0,1.0,12100.0,1.0,0.0,1.0,999.0,7.0,108.0,1.0,1163.0,1.0,0.0,1.0,1.0,1.0,81.0,4.7,2.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
311.0,14500.0,0.0,0.0,21639.0,0.0,2.0,1.0,999.0,5.0,110.0,1.0,1239.0,0.0,0.0,1.0,1.0,1.0,66.0,5.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
310.0,16000.0,0.0,0.0,71273.0,0.0,2.0,1.0,1498.0,6.0,120.0,1.0,1301.0,0.0,0.0,1.0,1.0,3.0,96.0,5.4,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
311.0,8699.0,0.0,0.0,22515.0,0.0,0.0,1.0,1198.0,5.0,110.0,1.0,1049.0,0.0,0.0,2.0,1.0,9.0,44.0,5.4,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
310.0,18750.0,0.0,0.0,35827.0,0.0,0.0,1.0,1498.0,6.0,124.0,1.0,1260.0,0.0,0.0,1.0,1.0,1.0,96.0,5.1,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
311.0,13950.0,0.0,0.0,23043.0,0.0,2.0,1.0,999.0,5.0,110.0,1.0,1239.0,0.0,0.0,1.0,1.0,1.0,66.0,5.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
311.0,21990.0,0.0,1.0,10.0,1.0,0.0,1.0,999.0,7.0,116.0,1.0,1169.0,1.0,0.0,1.0,0.0,0.0,81.0,4.9,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
310.0,13950.0,0.0,0.0,112567.0,0.0,1.0,1.0,1598.0,5.0,107.5,1.0,1331.0,0.0,0.0,1.0,1.0,5.0,85.0,3.8,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
311.0,13950.0,0.0,0.0,15169.0,0.0,2.0,1.0,999.0,5.0,110.0,1.0,1239.0,0.0,0.0,1.0,1.0,1.0,66.0,5.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
311.0,14500.0,0.0,0.0,21639.0,0.0,2.0,1.0,999.0,5.0,110.0,1.0,1239.0,0.0,0.0,1.0,1.0,1.0,66.0,5.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
311.0,19980.0,0.0,1.0,18227.0,1.0,0.0,1.0,999.0,7.0,111.0,1.0,1172.0,1.0,0.0,1.0,1.0,2.0,85.0,4.9,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
311.0,16450.0,0.0,1.0,38033.0,0.0,0.0,1.0,999.0,5.0,112.0,1.0,1239.0,1.0,0.0,1.0,1.0,3.0,59.0,5.0,2.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
311.0,17900.0,0.0,1.0,28573.0,0.0,0.0,1.0,999.0,5.0,112.0,1.0,1239.0,1.0,1.0,1.0,1.0,3.0,59.0,5.0,2.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
310.0,22400.0,0.0,0.0,20100.0,0.0,0.0,1.0,1498.0,6.0,124.0,1.0,1316.0,0.0,0.0,1.0,1.0,2.0,110.0,4.9,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
311.0,19990.0,0.0,0.0,16690.0,1.0,0.0,1.0,999.0,7.0,133.0,1.0,1152.0,1.0,0.0,1.0,1.0,1.0,81.0,4.7,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
311.0,16450.0,0.0,1.0,34215.0,0.0,0.0,1.0,999.0,5.0,112.0,1.0,1239.0,1.0,0.0,1.0,1.0,3.0,59.0,5.0,2.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
311.0,11200.0,0.0,0.0,61000.0,0.0,0.0,1.0,1197.0,5.0,110.0,1.0,1089.0,0.0,0.0,1.0,1.0,5.0,66.0,4.9,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
310.0,6980.0,0.0,1.0,155000.0,0.0,1.0,1.0,1896.0,6.0,107.5,1.0,1301.0,0.0,0.0,2.0,1.0,17.0,110.0,5.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
310.0,23800.0,0.0,0.0,75361.0,0.0,0.0,1.0,1984.0,6.0,124.0,1.0,1395.0,0.0,0.0,1.0,1.0,4.0,221.0,6.9,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
311.0,13930.0,0.0,0.0,10490.0,0.0,0.0,1.0,999.0,5.0,0.0,1.0,1239.0,0.0,0.0,1.0,1.0,2.0,59.0,4.8,2.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
311.0,13880.0,0.0,1.0,39328.0,0.0,0.0,1.0,999.0,5.0,111.0,1.0,1099.0,1.0,0.0,1.0,0.0,3.0,59.0,4.7,2.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
311.0,19980.0,0.0,0.0,8045.0,1.0,0.0,1.0,999.0,7.0,110.0,1.0,1239.0,1.0,0.0,1.0,1.0,1.0,81.0,4.8,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
311.0,4990.0,0.0,0.0,148000.0,0.0,1.0,1.0,1896.0,5.0,99.0,1.0,1144.0,0.0,0.0,1.0,1.0,14.0,74.0,5.0,2.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
311.0,8950.0,0.0,0.0,166548.0,1.0,0.0,1.0,1390.0,6.0,181.0,1.0,1159.0,0.0,0.0,2.0,1.0,9.0,132.0,7.6,2.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
310.0,7450.0,0.0,1.0,229555.0,0.0,0.0,1.0,1984.0,6.0,200.0,1.0,1350.0,1.0,0.0,1.0,1.0,14.0,177.0,8.6,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
310.0,22795.0,0.0,0.0,106117.0,1.0,0.0,1.0,1984.0,6.0,154.0,1.0,1321.0,1.0,1.0,1.0,1.0,7.0,96.0,6.6,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
310.0,3450.0,0.0,1.0,312757.0,0.0,0.0,1.0,1984.0,6.0,197.0,1.0,1235.0,0.0,0.0,3.0,1.0,15.0,110.0,8.2,2.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
310.0,15445.0,0.0,0.0,138485.0,0.0,1.0,1.0,1598.0,5.0,100.0,1.0,1211.0,1.0,0.0,1.0,1.0,3.0,85.0,4.2,0.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
311.0,4450.0,0.0,1.0,154482.0,0.0,1.0,1.0,1199.0,5.0,89.0,1.0,1050.0,1.0,0.0,2.0,1.0,11.0,55.0,3.4,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
310.0,19490.0,0.0,0.0,71945.0,0.0,0.0,1.0,1984.0,6.0,156.0,1.0,1395.0,0.0,1.0,2.0,0.0,6.0,195.0,6.6,2.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
310.0,14999.0,0.0,1.0,192951.0,1.0,1.0,1.0,1968.0,7.0,117.0,1.0,1235.0,1.0,1.0,1.0,1.0,4.0,110.0,4.5,0.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
311.0,10999.0,0.0,1.0,111462.0,1.0,0.0,1.0,1390.0,7.0,188.0,1.0,1153.0,1.0,1.0,2.0,1.0,9.0,154.0,5.9,2.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
310.0,6450.0,0.0,1.0,174572.0,1.0,0.0,1.0,1984.0,6.0,206.0,1.0,1351.0,0.0,0.0,1.0,1.0,14.0,147.0,7.5,2.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
311.0,17899.0,0.0,0.0,65427.0,1.0,0.0,1.0,1000.0,7.0,112.0,1.0,1072.0,1.0,0.0,1.0,1.0,3.0,85.0,5.7,0.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
310.0,8950.0,0.0,1.0,195333.0,0.0,1.0,1.0,1598.0,6.0,85.0,1.0,1160.0,1.0,0.0,3.0,0.0,8.0,82.0,3.2,0.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
310.0,15945.0,0.0,0.0,139852.0,1.0,0.0,1.0,1798.0,8.0,132.0,1.0,1227.0,1.0,1.0,2.0,1.0,9.0,132.0,5.7,2.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
316.0,4750.0,0.0,1.0,213768.0,0.0,1.0,1.0,1896.0,6.0,145.0,1.0,1419.0,0.0,0.0,1.0,1.0,14.0,77.0,5.4,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
310.0,29900.0,0.0,0.0,31105.0,1.0,0.0,1.0,1984.0,6.0,0.0,1.0,1321.0,1.0,1.0,1.0,1.0,4.0,221.0,6.7,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
311.0,11400.0,0.0,1.0,99700.0,0.0,0.0,1.0,999.0,5.0,0.0,1.0,1122.0,0.0,0.0,2.0,1.0,5.0,70.0,4.7,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
311.0,2999.0,0.0,0.0,202000.0,0.0,0.0,1.0,1390.0,5.0,110.0,1.0,1049.0,0.0,0.0,2.0,1.0,17.0,73.0,6.9,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
310.0,24390.0,1.0,0.0,10.0,0.0,0.0,1.0,1498.0,6.0,124.0,1.0,1316.0,0.0,1.0,1.0,1.0,0.0,110.0,5.3,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
311.0,9900.0,0.0,1.0,132390.0,0.0,0.0,1.0,1395.0,6.0,0.0,1.0,1167.0,0.0,0.0,1.0,1.0,7.0,103.0,4.7,2.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
311.0,12495.0,0.0,1.0,85214.0,0.0,0.0,0.0,999.0,5.0,101.0,1.0,995.0,1.0,0.0,1.0,0.0,6.0,70.0,4.3,2.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
310.0,20750.0,0.0,0.0,14000.0,0.0,0.0,1.0,1498.0,6.0,124.0,1.0,1260.0,0.0,1.0,1.0,1.0,1.0,96.0,5.1,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
310.0,15900.0,0.0,0.0,38540.0,0.0,2.0,1.0,1498.0,6.0,120.0,1.0,1301.0,0.0,1.0,1.0,1.0,2.0,96.0,5.4,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
311.0,11999.0,0.0,0.0,115358.0,0.0,0.0,1.0,1395.0,5.0,112.0,1.0,1239.0,0.0,0.0,1.0,0.0,6.0,112.0,4.8,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
310.0,7590.0,0.0,0.0,193292.0,0.0,1.0,1.0,1968.0,6.0,107.5,1.0,1331.0,0.0,1.0,3.0,1.0,15.0,125.0,6.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
311.0,4490.0,0.0,1.0,179727.0,0.0,1.0,1.0,1199.0,5.0,89.0,1.0,1050.0,0.0,0.0,2.0,1.0,11.0,55.0,3.4,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
310.0,10450.0,0.0,0.0,144101.0,0.0,0.0,1.0,1197.0,6.0,114.0,1.0,1113.0,1.0,0.0,2.0,1.0,7.0,82.0,4.9,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
310.0,13180.0,0.0,0.0,96425.0,0.0,1.0,1.0,1598.0,5.0,107.5,1.0,1260.0,0.0,0.0,1.0,1.0,3.0,85.0,4.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
310.0,20990.0,0.0,0.0,90000.0,1.0,0.0,1.0,1984.0,6.0,124.0,1.0,1421.0,0.0,0.0,3.0,0.0,8.0,206.0,6.6,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
310.0,3750.0,0.0,1.0,244633.0,0.0,0.0,1.0,1984.0,6.0,197.0,1.0,1235.0,1.0,0.0,2.0,1.0,16.0,110.0,8.2,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
310.0,21900.0,0.0,0.0,42575.0,1.0,1.0,1.0,1968.0,7.0,107.5,1.0,1260.0,0.0,0.0,1.0,1.0,1.0,110.0,3.9,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
311.0,4395.0,0.0,1.0,183060.0,0.0,1.0,1.0,1199.0,5.0,89.0,1.0,1050.0,1.0,0.0,2.0,1.0,11.0,55.0,4.1,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
311.0,6990.0,0.0,0.0,110000.0,0.0,0.0,1.0,1197.0,5.0,110.0,1.0,1090.0,0.0,0.0,2.0,0.0,7.0,63.0,5.1,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
310.0,20090.0,0.0,0.0,69662.0,0.0,1.0,1.0,1968.0,6.0,107.5,1.0,1332.0,0.0,0.0,1.0,1.0,4.0,110.0,4.3,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
310.0,10900.0,0.0,0.0,176900.0,0.0,1.0,1.0,1598.0,5.0,107.5,1.0,1286.0,0.0,0.0,2.0,1.0,7.0,77.0,3.8,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
311.0,4990.0,0.0,0.0,204000.0,0.0,1.0,1.0,1896.0,5.0,99.0,1.0,1142.0,0.0,0.0,2.0,1.0,17.0,74.0,4.9,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
310.0,14900.0,0.0,1.0,143729.0,1.0,1.0,1.0,1968.0,6.0,107.5,1.0,1290.0,1.0,1.0,1.0,1.0,7.0,110.0,4.6,0.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
